Lookup_Field_Type,Lookup_Field,Metadata1,Metadata2
SID,84338,Tech,
SID,84337,Tech,
SID,84336,Tech,
SID,84335,Tech,
SID,84332,Tech,
SID,84331,Tech,
SID,84330,Tech,
SID,8433,Prof,
SID,84329,Tech,
SID,84327,Tech,
SID,84326,Tech,
SID,84325,Tech,
SID,84323,Tech,
SID,84322,Tech,
SID,84321,Tech,
SID,84320,Tech,
SID,8432,Prof,
SID,84319,Tech,
SID,84318,Tech,
SID,84317,Tech,
SID,84316,Tech,
SID,84315,Tech,
SID,84314,Tech,
SID,84313,Tech,
SID,84312,Tech,
SID,84311,Tech,
SID,84310,Tech,
SID,8431,Tech,
SID,84309,Tech,
SID,84308,Tech,
SID,84307,Tech,
SID,84306,Prof,
SID,84305,Tech,
SID,84304,Tech,
SID,84301,Tech,
SID,84300,Tech,
SID,8430,Prof,
SID,84299,Tech,
SID,84298,Tech,
SID,84297,Tech,
SID,84296,Tech,
SID,84295,Tech,
SID,84294,Tech,
SID,84293,Tech,
SID,84292,Tech,
SID,84291,Tech,
SID,84290,Tech,
SID,8429,Prof,
SID,84289,Tech,
SID,84288,Tech,
SID,84287,Tech,
SID,84286,Prof,
SID,84285,Tech,
SID,84284,Tech,
SID,84283,Tech,
SID,84282,Prof,
SID,84281,Tech,
SID,84280,Tech,
SID,8428,Prof,
SID,84279,Tech,
SID,84278,Tech,
SID,84277,Tech,
SID,84276,Tech,
SID,84275,Tech,
SID,84274,Tech,
SID,84273,Tech,
SID,84272,Tech,
SID,84271,Tech,
SID,84270,Tech,
SID,8427,Prof,
SID,84269,Tech,
SID,84268,Stat,
SID,84267,Tech,
SID,84266,Tech,
SID,84265,Tech,
SID,84264,Tech,
SID,84263,Tech,
SID,84262,Tech,
SID,84261,Tech,
SID,84260,Tech,
SID,8426,Prof,
SID,84259,Prof,
SID,84258,Prof,
SID,84257,Tech,
SID,84256,Tech,
SID,84255,Tech,
SID,84254,Tech,
SID,84253,Tech,
SID,84252,Tech,
SID,84251,Tech,
SID,84250,Tech,
SID,8425,Prof,
SID,84249,Tech,
SID,84248,Tech,
SID,84246,Tech,
SID,84244,Tech,
SID,84243,Tech,
SID,84242,Tech,
SID,84241,Tech,
SID,84240,Tech,
SID,8424,Prof,
SID,84239,Tech,
SID,84238,Tech,
SID,84237,Tech,
SID,84236,Tech,
SID,84235,Tech,
SID,84234,Tech,
SID,84233,Tech,
SID,84232,Tech,
SID,84231,Tech,
SID,84230,Tech,
SID,8423,Prof,
SID,84229,Tech,
SID,84228,Tech,
SID,84227,Tech,
SID,84226,Prof,
SID,84225,Prof,
SID,84224,Prof,
SID,84223,Tech,
SID,84222,Tech,
SID,84221,Tech,
SID,84220,Tech,
SID,8422,Prof,
SID,84219,Tech,
SID,84218,Tech,
SID,84217,Tech,
SID,84216,Tech,
SID,84215,Tech,
SID,84214,Tech,
SID,84213,Tech,
SID,84212,Tech,
SID,84211,Tech,
SID,84210,Tech,
SID,8421,Prof,
SID,84209,Tech,
SID,84208,Tech,
SID,84207,Tech,
SID,84206,Tech,
SID,84205,Tech,
SID,84204,Tech,
SID,84203,Tech,
SID,84202,Tech,
SID,84201,Tech,
SID,84200,Tech,
SID,8420,Prof,
SID,84199,Tech,
SID,84198,Tech,
SID,84196,Tech,
SID,84195,Tech,
SID,84194,Tech,
SID,84193,Tech,
SID,84192,Tech,
SID,84191,Tech,
SID,84190,Tech,
SID,8419,Prof,
SID,84189,Tech,
SID,84188,Tech,
SID,84187,Tech,
SID,84185,Tech,
SID,84184,Tech,
SID,84183,Tech,
SID,84182,Tech,
SID,84181,Tech,
SID,84180,Tech,
SID,8418,Prof,
SID,84179,Tech,
SID,84178,Tech,
SID,84177,Tech,
SID,84176,Tech,
SID,84175,Tech,
SID,84174,Prof,
SID,84173,Tech,
SID,84172,Tech,
SID,84171,Prof,
SID,84170,Tech,
SID,8417,Prof,
SID,84169,Tech,
SID,84168,Tech,
SID,84167,Tech,
SID,84166,Tech,
SID,84165,Tech,
SID,84164,Tech,
SID,84163,Tech,
SID,84162,Tech,
SID,84161,Tech,
SID,84160,Tech,
SID,8416,Prof,
SID,84159,Tech,
SID,84158,Tech,
SID,84157,Tech,
SID,84156,Tech,
SID,84155,Tech,
SID,84154,Tech,
SID,84153,Tech,
SID,84151,Tech,
SID,84150,Tech,
SID,8415,Prof,
SID,84149,Tech,
SID,84148,Tech,
SID,84147,Tech,
SID,84146,Tech,
SID,84145,Tech,
SID,84144,Tech,
SID,84143,Tech,
SID,84142,Tech,
SID,84141,Prof,
SID,84140,Tech,
SID,8414,Prof,
SID,84139,Tech,
SID,84138,Tech,
SID,84137,Tech,
SID,84136,Tech,
SID,84135,Tech,
SID,84133,Tech,
SID,84132,Tech,
SID,84131,Tech,
SID,84130,Tech,
SID,8413,Prof,
SID,84127,Tech,
SID,84126,Tech,
SID,84125,Tech,
SID,84124,Tech,
SID,84123,Tech,
SID,84122,Tech,
SID,84121,Tech,
SID,84120,Tech,
SID,8412,Prof,
SID,84119,Tech,
SID,84118,Tech,
SID,84117,Tech,
SID,84116,Tech,
SID,84115,Tech,
SID,84114,Tech,
SID,84113,Tech,
SID,84112,Tech,
SID,84111,Tech,
SID,84110,Tech,
SID,8411,Prof,
SID,84109,Tech,
SID,84108,Tech,
SID,84107,Tech,
SID,84106,Tech,
SID,84105,Tech,
SID,84104,Tech,
SID,84103,Tech,
SID,84102,Tech,
SID,84101,Tech,
SID,84100,Prof,
SID,8410,Tech,
SID,84099,Tech,
SID,84097,Tech,
SID,84096,Tech,
SID,84095,Tech,
SID,84094,Tech,
SID,84093,Tech,
SID,84092,Tech,
SID,84090,Tech,
SID,8409,Prof,
SID,84089,Tech,
SID,84088,Tech,
SID,84087,Tech,
SID,84086,Tech,
SID,84085,Tech,
SID,84084,Tech,
SID,84083,Tech,
SID,84082,Tech,
SID,84081,Prof,
SID,84080,Tech,
SID,8408,Prof,
SID,84079,Prof,
SID,84078,Tech,
SID,84077,Prof,
SID,84076,Tech,
SID,84075,Tech,
SID,84074,Tech,
SID,84073,Prof,
SID,84072,Tech,
SID,84071,Tech,
SID,84070,Tech,
SID,8407,Prof,
SID,84069,Prof,
SID,84068,Prof,
SID,84067,Tech,
SID,84066,Tech,
SID,84065,Tech,
SID,84064,Tech,
SID,84063,Tech,
SID,84062,Tech,
SID,84060,Tech,
SID,8406,Prof,
SID,84059,Tech,
SID,84058,Tech,
SID,84057,Tech,
SID,84056,Tech,
SID,84055,Tech,
SID,84054,Tech,
SID,84053,Tech,
SID,84052,Tech,
SID,84051,Tech,
SID,84050,Tech,
SID,8405,Prof,
SID,84049,Tech,
SID,84048,Tech,
SID,84047,Tech,
SID,84046,Tech,
SID,84045,Tech,
SID,84044,Stat,
SID,84043,Tech,
SID,84042,Tech,
SID,84041,Tech,
SID,84040,Tech,
SID,8404,Prof,
SID,84039,Tech,
SID,84038,Stat,
SID,84036,Prof,
SID,84035,Prof,
SID,84034,Prof,
SID,84033,Prof,
SID,84032,Tech,
SID,84031,Tech,
SID,84030,Tech,
SID,8403,Prof,
SID,84029,Tech,
SID,84028,Tech,
SID,84027,Tech,
SID,84026,Tech,
SID,84025,Tech,
SID,84023,Tech,
SID,84022,Tech,
SID,84021,Tech,
SID,84020,Tech,
SID,8402,Prof,
SID,84019,Tech,
SID,84018,Tech,
SID,84017,Tech,
SID,84016,Tech,
SID,84015,Tech,
SID,84014,Tech,
SID,84013,Tech,
SID,84012,Tech,
SID,84011,Tech,
SID,8401,Prof,
SID,84009,Tech,
SID,84008,Tech,
SID,84007,Tech,
SID,84006,Tech,
SID,84005,Tech,
SID,84004,Tech,
SID,84003,Tech,
SID,84002,Tech,
SID,84001,Stat,
SID,84000,Stat,
SID,8400,Prof,
SID,83999,Tech,
SID,83998,Prof,
SID,83997,Tech,
SID,83996,Tech,
SID,83993,Tech,
SID,83992,Tech,
SID,83991,Tech,
SID,83990,Tech,
SID,8399,Prof,
SID,83989,Tech,
SID,83988,Tech,
SID,83987,Tech,
SID,83986,Tech,
SID,83985,Tech,
SID,83984,Tech,
SID,83983,Tech,
SID,83982,Tech,
SID,83981,Tech,
SID,83980,Tech,
SID,8398,Prof,
SID,83978,Tech,
SID,83977,Tech,
SID,83976,Tech,
SID,83975,Tech,
SID,83974,Tech,
SID,83973,Tech,
SID,83972,Tech,
SID,83971,Tech,
SID,83970,Tech,
SID,83968,Tech,
SID,83967,Tech,
SID,83966,Tech,
SID,83965,Tech,
SID,83964,Tech,
SID,83963,Tech,
SID,83962,Tech,
SID,83961,Tech,
SID,8396,Tech,
SID,83959,Tech,
SID,83958,Tech,
SID,83957,Tech,
SID,83956,Tech,
SID,83955,Tech,
SID,83954,Tech,
SID,83953,Tech,
SID,83952,Tech,
SID,83951,Tech,
SID,83950,Tech,
SID,8395,Prof,
SID,83949,Tech,
SID,83948,Tech,
SID,83947,Tech,
SID,83946,Tech,
SID,83945,Tech,
SID,83944,Tech,
SID,83943,Tech,
SID,83942,Tech,
SID,83941,Tech,
SID,8394,Prof,
SID,83939,Tech,
SID,83938,Tech,
SID,83937,Tech,
SID,83936,Tech,
SID,83935,Tech,
SID,83934,Tech,
SID,83933,Tech,
SID,83932,Tech,
SID,83931,Tech,
SID,83930,Tech,
SID,8393,Prof,
SID,83929,Tech,
SID,83928,Tech,
SID,83927,Tech,
SID,83926,Prof,
SID,83925,Prof,
SID,83924,Tech,
SID,83923,Tech,
SID,83922,Tech,
SID,83921,Tech,
SID,8392,Prof,
SID,83919,Tech,
SID,83918,Tech,
SID,83917,Tech,
SID,83916,Tech,
SID,83915,Tech,
SID,83914,Tech,
SID,83913,Tech,
SID,83912,Tech,
SID,83910,Tech,
SID,8391,Prof,
SID,83909,Tech,
SID,83908,Tech,
SID,83907,Tech,
SID,83906,Tech,
SID,83905,Tech,
SID,83904,Tech,
SID,83903,Tech,
SID,83902,Tech,
SID,83901,Tech,
SID,83900,Tech,
SID,8390,Prof,
SID,83899,Tech,
SID,83898,Tech,
SID,83897,Tech,
SID,83896,Tech,
SID,83895,Tech,
SID,83894,Tech,
SID,83893,Tech,
SID,83892,Tech,
SID,83891,Tech,
SID,83890,Tech,
SID,8389,Prof,
SID,83888,Tech,
SID,83887,Tech,
SID,83886,Tech,
SID,83885,Tech,
SID,83884,Tech,
SID,83883,Tech,
SID,83882,Tech,
SID,83881,Tech,
SID,83880,Tech,
SID,8388,Prof,
SID,83879,Tech,
SID,83878,Tech,
SID,83877,Tech,
SID,83876,Tech,
SID,83875,Tech,
SID,83874,Tech,
SID,83873,Tech,
SID,83872,Tech,
SID,83871,Tech,
SID,83870,Tech,
SID,8387,Prof,
SID,83869,Tech,
SID,83868,Tech,
SID,83867,Tech,
SID,83866,Tech,
SID,83865,Tech,
SID,83864,Tech,
SID,83863,Tech,
SID,83862,Tech,
SID,83861,Tech,
SID,83860,Tech,
SID,8386,Prof,
SID,83859,Tech,
SID,83858,Tech,
SID,83857,Tech,
SID,83856,Tech,
SID,83855,Tech,
SID,83854,Tech,
SID,83853,Tech,
SID,83852,Tech,
SID,83851,Tech,
SID,83850,Tech,
SID,8385,Prof,
SID,83849,Tech,
SID,83848,Tech,
SID,83847,Tech,
SID,83846,Tech,
SID,83845,Tech,
SID,83844,Tech,
SID,83842,Prof,
SID,83840,Prof,
SID,8384,Prof,
SID,83839,Prof,
SID,83838,Prof,
SID,83837,Prof,
SID,83835,Prof,
SID,83834,Prof,
SID,83833,Prof,
SID,83832,Prof,
SID,83831,Tech,
SID,83830,Prof,
SID,8383,Prof,
SID,83829,Prof,
SID,83828,Tech,
SID,83827,Prof,
SID,83826,Tech,
SID,83825,Tech,
SID,83824,Tech,
SID,83823,Tech,
SID,83822,Tech,
SID,83821,Tech,
SID,83820,Tech,
SID,8382,Prof,
SID,83819,Tech,
SID,83818,Tech,
SID,83817,Tech,
SID,83816,Tech,
SID,83815,Tech,
SID,83814,Tech,
SID,83813,Tech,
SID,83812,Tech,
SID,83811,Tech,
SID,83810,Tech,
SID,8381,Prof,
SID,83809,Tech,
SID,83808,Tech,
SID,83807,Tech,
SID,83806,Tech,
SID,83805,Tech,
SID,83804,Tech,
SID,83803,Tech,
SID,83802,Tech,
SID,83801,Tech,
SID,83800,Tech,
SID,8380,Prof,
SID,83799,Tech,
SID,83798,Tech,
SID,83797,Tech,
SID,83796,Tech,
SID,83795,Tech,
SID,83794,Tech,
SID,83793,Tech,
SID,83792,Tech,
SID,83791,Tech,
SID,83790,Tech,
SID,8379,Prof,
SID,83789,Tech,
SID,83788,Tech,
SID,83787,Tech,
SID,83786,Tech,
SID,83785,Stat,
SID,83784,Tech,
SID,83782,Tech,
SID,83781,Tech,
SID,83780,Tech,
SID,8378,Tech,
SID,83779,Tech,
SID,83778,Tech,
SID,83777,Tech,
SID,83776,Tech,
SID,83775,Stat,
SID,83773,Tech,
SID,83772,Tech,
SID,83771,Tech,
SID,83770,Tech,
SID,8377,Prof,
SID,83768,Tech,
SID,83767,Tech,
SID,83766,Tech,
SID,83765,Stat,
SID,83764,Tech,
SID,83762,Tech,
SID,83761,Tech,
SID,83760,Tech,
SID,8376,Prof,
SID,83759,Tech,
SID,83758,Tech,
SID,83757,Tech,
SID,83755,Tech,
SID,83754,Tech,
SID,83753,Tech,
SID,83752,Tech,
SID,83751,Tech,
SID,83750,Tech,
SID,8375,Prof,
SID,83749,Tech,
SID,83748,Tech,
SID,83747,Tech,
SID,83746,Tech,
SID,83745,Tech,
SID,83744,Tech,
SID,83743,Tech,
SID,83742,Tech,
SID,83741,Tech,
SID,83740,Tech,
SID,8374,Prof,
SID,83739,Tech,
SID,83738,Tech,
SID,83737,Tech,
SID,83736,Tech,
SID,83735,Tech,
SID,83734,Tech,
SID,83733,Tech,
SID,83732,Tech,
SID,83731,Tech,
SID,83730,Tech,
SID,8373,Prof,
SID,83729,Tech,
SID,83728,Tech,
SID,83727,Tech,
SID,83726,Tech,
SID,83725,Tech,
SID,83724,Tech,
SID,83723,Tech,
SID,83722,Tech,
SID,83721,Tech,
SID,83720,Tech,
SID,8372,Prof,
SID,83719,Tech,
SID,83718,Tech,
SID,83717,Tech,
SID,83716,Tech,
SID,83715,Tech,
SID,83714,Tech,
SID,83713,Tech,
SID,83712,Tech,
SID,83711,Tech,
SID,83710,Tech,
SID,8371,Prof,
SID,83709,Tech,
SID,83708,Tech,
SID,83707,Tech,
SID,83706,Tech,
SID,83705,Tech,
SID,83704,Tech,
SID,83703,Tech,
SID,83702,Tech,
SID,83701,Tech,
SID,83700,Tech,
SID,8370,Prof,
SID,83699,Tech,
SID,83698,Tech,
SID,83697,Tech,
SID,83696,Tech,
SID,83695,Tech,
SID,83694,Tech,
SID,83693,Tech,
SID,83692,Tech,
SID,83691,Tech,
SID,83690,Tech,
SID,8369,Prof,
SID,83689,Tech,
SID,83688,Tech,
SID,83687,Tech,
SID,83686,Tech,
SID,83685,Tech,
SID,83684,Tech,
SID,83683,Tech,
SID,83682,Tech,
SID,83681,Tech,
SID,83680,Tech,
SID,8368,Prof,
SID,83679,Tech,
SID,83678,Tech,
SID,83677,Tech,
SID,83676,Tech,
SID,83675,Prof,
SID,83674,Prof,
SID,83673,Prof,
SID,83672,Prof,
SID,83671,Prof,
SID,83670,Prof,
SID,8367,Prof,
SID,83669,Prof,
SID,83668,Prof,
SID,83667,Prof,
SID,83666,Prof,
SID,83665,Prof,
SID,83664,Prof,
SID,83663,Prof,
SID,83662,Prof,
SID,83661,Prof,
SID,83660,Prof,
SID,8366,Prof,
SID,83659,Prof,
SID,83658,Prof,
SID,83657,Prof,
SID,83656,Prof,
SID,83655,Prof,
SID,83654,Prof,
SID,83653,Prof,
SID,83652,Prof,
SID,83651,Prof,
SID,83650,Prof,
SID,8365,Prof,
SID,83649,Prof,
SID,83648,Prof,
SID,83647,Prof,
SID,83646,Prof,
SID,83645,Prof,
SID,83644,Prof,
SID,83643,Prof,
SID,83642,Prof,
SID,83641,Prof,
SID,83640,Prof,
SID,8364,Prof,
SID,83639,Prof,
SID,83638,Prof,
SID,83637,Prof,
SID,83636,Prof,
SID,83635,Prof,
SID,83634,Prof,
SID,83633,Prof,
SID,83632,Prof,
SID,83631,Prof,
SID,83630,Prof,
SID,8363,Prof,
SID,83629,Prof,
SID,83628,Prof,
SID,83627,Prof,
SID,83626,Prof,
SID,83625,Prof,
SID,83624,Prof,
SID,83623,Prof,
SID,83622,Prof,
SID,83621,Prof,
SID,83620,Prof,
SID,8362,Prof,
SID,83619,Prof,
SID,83618,Prof,
SID,83617,Prof,
SID,83616,Prof,
SID,83615,Prof,
SID,83614,Prof,
SID,83613,Prof,
SID,83612,Prof,
SID,83611,Prof,
SID,83610,Prof,
SID,8361,Prof,
SID,83609,Prof,
SID,83608,Prof,
SID,83607,Prof,
SID,83606,Prof,
SID,83605,Prof,
SID,83604,Prof,
SID,83603,Prof,
SID,83602,Prof,
SID,83601,Prof,
SID,83600,Prof,
SID,8360,Prof,
SID,83599,Prof,
SID,83598,Prof,
SID,83597,Prof,
SID,83596,Prof,
SID,83595,Prof,
SID,83594,Prof,
SID,83593,Prof,
SID,83592,Prof,
SID,83591,Prof,
SID,83590,Prof,
SID,8359,Prof,
SID,83589,Prof,
SID,83588,Prof,
SID,83587,Prof,
SID,83586,Prof,
SID,83585,Prof,
SID,83584,Prof,
SID,83583,Prof,
SID,83582,Prof,
SID,83581,Prof,
SID,83580,Prof,
SID,8358,Prof,
SID,83579,Prof,
SID,83578,Prof,
SID,83577,Prof,
SID,83576,Prof,
SID,83575,Prof,
SID,83574,Prof,
SID,83573,Prof,
SID,83572,Prof,
SID,83571,Prof,
SID,83570,Prof,
SID,8357,Tech,
SID,83569,Prof,
SID,83568,Prof,
SID,83567,Prof,
SID,83566,Prof,
SID,83565,Prof,
SID,83564,Prof,
SID,83563,Prof,
SID,83562,Prof,
SID,83561,Prof,
SID,83560,Prof,
SID,8356,Prof,
SID,83559,Prof,
SID,83558,Prof,
SID,83557,Prof,
SID,83556,Prof,
SID,83555,Prof,
SID,83554,Prof,
SID,83553,Prof,
SID,83552,Prof,
SID,83551,Prof,
SID,83550,Prof,
SID,8355,Prof,
SID,83549,Prof,
SID,83548,Prof,
SID,83547,Prof,
SID,83546,Prof,
SID,83545,Prof,
SID,83544,Prof,
SID,83543,Prof,
SID,83542,Prof,
SID,83541,Prof,
SID,83540,Prof,
SID,8354,Prof,
SID,83539,Prof,
SID,83538,Prof,
SID,83537,Prof,
SID,83536,Prof,
SID,83535,Prof,
SID,83534,Prof,
SID,83533,Prof,
SID,83532,Prof,
SID,83531,Prof,
SID,83530,Prof,
SID,8353,Prof,
SID,83529,Prof,
SID,83528,Prof,
SID,83527,Prof,
SID,83526,Prof,
SID,83525,Prof,
SID,83524,Prof,
SID,83523,Prof,
SID,83522,Prof,
SID,83521,Prof,
SID,83520,Prof,
SID,8352,Prof,
SID,83519,Prof,
SID,83518,Prof,
SID,83517,Prof,
SID,83516,Prof,
SID,83515,Prof,
SID,83514,Prof,
SID,83513,Prof,
SID,83512,Prof,
SID,83511,Prof,
SID,83510,Prof,
SID,8351,Prof,
SID,83509,Prof,
SID,83508,Prof,
SID,83507,Prof,
SID,83506,Prof,
SID,83505,Prof,
SID,83504,Prof,
SID,83503,Prof,
SID,83502,Prof,
SID,83501,Prof,
SID,83500,Prof,
SID,8350,Prof,
SID,83499,Prof,
SID,83498,Prof,
SID,83497,Prof,
SID,83496,Prof,
SID,83495,Prof,
SID,83494,Prof,
SID,83493,Prof,
SID,83492,Prof,
SID,83491,Prof,
SID,83490,Prof,
SID,8349,Prof,
SID,83489,Prof,
SID,83488,Prof,
SID,83487,Prof,
SID,83486,Prof,
SID,83485,Prof,
SID,83484,Prof,
SID,83483,Prof,
SID,83482,Prof,
SID,83481,Prof,
SID,83480,Prof,
SID,8348,Prof,
SID,83479,Prof,
SID,83478,Prof,
SID,83477,Prof,
SID,83476,Prof,
SID,83475,Prof,
SID,83474,Prof,
SID,83473,Prof,
SID,83470,Tech,
SID,8347,Tech,
SID,83469,Tech,
SID,83468,Tech,
SID,83467,Tech,
SID,83466,Tech,
SID,83465,Tech,
SID,83464,Tech,
SID,83463,Tech,
SID,83462,Tech,
SID,83461,Tech,
SID,83460,Tech,
SID,8346,Prof,
SID,83459,Tech,
SID,83458,Tech,
SID,83457,Tech,
SID,83456,Tech,
SID,83455,Tech,
SID,83454,Tech,
SID,83452,Tech,
SID,83450,Tech,
SID,8345,Prof,
SID,83449,Tech,
SID,83448,Tech,
SID,83447,Tech,
SID,83446,Tech,
SID,83445,Tech,
SID,83444,Tech,
SID,83443,Tech,
SID,83442,Tech,
SID,83441,Tech,
SID,8344,Prof,
SID,83439,Tech,
SID,83438,Tech,
SID,83437,Tech,
SID,83436,Tech,
SID,83435,Tech,
SID,83434,Tech,
SID,83433,Tech,
SID,83432,Tech,
SID,83431,Tech,
SID,83430,Tech,
SID,8343,Prof,
SID,83429,Tech,
SID,83428,Tech,
SID,83427,Tech,
SID,83425,Tech,
SID,83424,Tech,
SID,83423,Tech,
SID,83422,Tech,
SID,83421,Tech,
SID,83420,Tech,
SID,8342,Prof,
SID,83419,Tech,
SID,83418,Tech,
SID,83417,Tech,
SID,83416,Tech,
SID,83415,Tech,
SID,83414,Tech,
SID,83413,Tech,
SID,83412,Tech,
SID,83411,Tech,
SID,8341,Prof,
SID,83409,Tech,
SID,83408,Tech,
SID,83407,Tech,
SID,83406,Tech,
SID,83405,Tech,
SID,83403,Tech,
SID,83402,Tech,
SID,83401,Tech,
SID,83400,Tech,
SID,8340,Prof,
SID,83399,Tech,
SID,83398,Tech,
SID,83397,Tech,
SID,83396,Tech,
SID,83394,Tech,
SID,83393,Tech,
SID,83392,Tech,
SID,83391,Tech,
SID,83390,Tech,
SID,8339,Tech,
SID,83389,Tech,
SID,83388,Tech,
SID,83387,Tech,
SID,83386,Tech,
SID,83385,Tech,
SID,83384,Tech,
SID,83383,Tech,
SID,83382,Tech,
SID,83381,Tech,
SID,83380,Tech,
SID,8338,Prof,
SID,83379,Tech,
SID,83378,Tech,
SID,83377,Tech,
SID,83375,Tech,
SID,83374,Tech,
SID,83373,Tech,
SID,83372,Tech,
SID,83370,Tech,
SID,8337,Prof,
SID,83369,Tech,
SID,83368,Tech,
SID,83367,Tech,
SID,83366,Tech,
SID,83365,Tech,
SID,83364,Tech,
SID,83363,Tech,
SID,83362,Tech,
SID,83361,Tech,
SID,83360,Tech,
SID,8336,Prof,
SID,83359,Tech,
SID,83358,Tech,
SID,83357,Tech,
SID,83356,Tech,
SID,83355,Tech,
SID,83354,Tech,
SID,83353,Tech,
SID,83352,Tech,
SID,83350,Tech,
SID,8335,Prof,
SID,83349,Tech,
SID,83348,Tech,
SID,83347,Tech,
SID,83346,Tech,
SID,83344,Tech,
SID,83343,Tech,
SID,83342,Tech,
SID,83341,Tech,
SID,83340,Tech,
SID,8334,Prof,
SID,83339,Tech,
SID,83338,Tech,
SID,83337,Tech,
SID,83336,Tech,
SID,83335,Tech,
SID,83334,Tech,
SID,83333,Tech,
SID,83332,Tech,
SID,83331,Tech,
SID,83330,Tech,
SID,8333,Prof,
SID,83329,Tech,
SID,83328,Tech,
SID,83327,Tech,
SID,83326,Tech,
SID,83325,Tech,
SID,83324,Tech,
SID,83323,Tech,
SID,83322,Tech,
SID,83321,Tech,
SID,83320,Tech,
SID,8332,Prof,
SID,83318,Tech,
SID,83317,Tech,
SID,83316,Tech,
SID,83315,Tech,
SID,83314,Tech,
SID,83313,Tech,
SID,83312,Tech,
SID,83311,Tech,
SID,83310,Tech,
SID,8331,Prof,
SID,83309,Tech,
SID,83308,Tech,
SID,83307,Tech,
SID,83306,Tech,
SID,83305,Tech,
SID,83304,Tech,
SID,83303,Tech,
SID,83302,Tech,
SID,83301,Tech,
SID,83300,Tech,
SID,8330,Prof,
SID,83299,Tech,
SID,83298,Tech,
SID,83297,Tech,
SID,83296,Tech,
SID,83295,Tech,
SID,83294,Tech,
SID,83293,Tech,
SID,83292,Tech,
SID,83291,Tech,
SID,83290,Tech,
SID,8329,Prof,
SID,83289,Tech,
SID,83288,Tech,
SID,83287,Tech,
SID,83286,Tech,
SID,83285,Tech,
SID,83284,Tech,
SID,83283,Tech,
SID,83282,Prof,
SID,83281,Tech,
SID,83280,Tech,
SID,8328,Tech,
SID,83279,Prof,
SID,83278,Prof,
SID,83277,Prof,
SID,83275,Tech,
SID,83272,Tech,
SID,83271,Tech,
SID,83270,Tech,
SID,8327,Prof,
SID,83269,Tech,
SID,83268,Tech,
SID,83267,Tech,
SID,83266,Tech,
SID,83265,Tech,
SID,83264,Tech,
SID,83263,Tech,
SID,83262,Tech,
SID,83261,Tech,
SID,83260,Tech,
SID,8326,Tech,
SID,83259,Tech,
SID,83258,Tech,
SID,83257,Tech,
SID,83256,Tech,
SID,83255,Tech,
SID,83254,Tech,
SID,83253,Tech,
SID,83252,Tech,
SID,83251,Tech,
SID,83250,Tech,
SID,8325,Prof,
SID,83249,Tech,
SID,83248,Tech,
SID,83247,Tech,
SID,83246,Tech,
SID,83245,Tech,
SID,83244,Tech,
SID,83243,Tech,
SID,83241,Tech,
SID,83240,Tech,
SID,8324,Prof,
SID,83239,Tech,
SID,83238,Tech,
SID,83237,Tech,
SID,83236,Tech,
SID,83235,Tech,
SID,83234,Tech,
SID,83233,Tech,
SID,83232,Tech,
SID,83231,Tech,
SID,83230,Tech,
SID,8323,Prof,
SID,83229,Tech,
SID,83228,Tech,
SID,83227,Tech,
SID,83226,Tech,
SID,83225,Tech,
SID,83224,Tech,
SID,83223,Tech,
SID,83222,Tech,
SID,83221,Tech,
SID,83220,Tech,
SID,8322,Prof,
SID,83219,Tech,
SID,83218,Tech,
SID,83217,Tech,
SID,83216,Tech,
SID,83215,Tech,
SID,83214,Tech,
SID,83213,Tech,
SID,83212,Tech,
SID,83211,Tech,
SID,83210,Tech,
SID,8321,Prof,
SID,83208,Tech,
SID,83207,Tech,
SID,83206,Tech,
SID,83205,Tech,
SID,83204,Tech,
SID,83203,Tech,
SID,83202,Tech,
SID,83201,Tech,
SID,83200,Tech,
SID,8320,Prof,
SID,83199,Tech,
SID,83198,Tech,
SID,83197,Tech,
SID,83196,Tech,
SID,83195,Tech,
SID,83194,Tech,
SID,83193,Tech,
SID,83192,Tech,
SID,83191,Tech,
SID,83190,Tech,
SID,8319,Prof,
SID,83188,Tech,
SID,83187,Tech,
SID,83186,Tech,
SID,83185,Tech,
SID,83184,Tech,
SID,83183,Tech,
SID,83182,Tech,
SID,83181,Tech,
SID,83180,Tech,
SID,8318,Prof,
SID,83179,Tech,
SID,83178,Tech,
SID,83177,Tech,
SID,83176,Tech,
SID,83175,Tech,
SID,83174,Tech,
SID,83173,Tech,
SID,83172,Prof,
SID,83171,Prof,
SID,83170,Prof,
SID,8317,Prof,
SID,83169,Tech,
SID,83168,Tech,
SID,83167,Tech,
SID,83166,Prof,
SID,83165,Prof,
SID,83164,Prof,
SID,83163,Tech,
SID,83162,Tech,
SID,83161,Tech,
SID,83160,Tech,
SID,8316,Prof,
SID,83159,Tech,
SID,83158,Tech,
SID,83157,Tech,
SID,83156,Tech,
SID,83155,Tech,
SID,83154,Tech,
SID,83153,Tech,
SID,83152,Tech,
SID,83151,Tech,
SID,83150,Tech,
SID,8315,Prof,
SID,83149,Tech,
SID,83148,Tech,
SID,83147,Tech,
SID,83146,Tech,
SID,83145,Tech,
SID,83144,Tech,
SID,83143,Tech,
SID,83142,Tech,
SID,83141,Tech,
SID,83140,Tech,
SID,8314,Prof,
SID,83139,Tech,
SID,83138,Tech,
SID,83137,Stat,
SID,83134,Stat,
SID,83133,Tech,
SID,83132,Tech,
SID,83131,Tech,
SID,83130,Tech,
